customer_id,address,postcode,state,country,property_valuation
3477,3 Roxbury Street,2261,NSW,Australia,7
3318,2 Donald Crossing,2880,NSW,Australia,1
2490,711 Hayes Court,2120,NSW,Australia,10
3023,238 New Castle Alley,2166,NSW,Australia,9
2878,12574 Truax Alley,2316,NSW,Australia,6
2754,91973 Boyd Street,2287,NSW,Australia,7
266,109 Tomscot Avenue,2010,NSW,Australia,10
1409,11207 Lukken Center,3500,VIC,Australia,2
3482,54613 Service Court,4069,QLD,Australia,8
3275,7917 Norway Maple Way,2074,NSW,Australia,11
904,97 Karstens Place,4226,QLD,Australia,7
2536,601 Dryden Way,2264,NSW,Australia,7
375,953 Eliot Crossing,2166,NSW,Australia,9
2694,99565 Warrior Alley,4510,QLD,Australia,3
3285,2094 Bunting Junction,3059,VIC,Australia,9
3016,7 Anzinger Drive,2745,NSW,Australia,10
3493,3 Monument Crossing,2090,NSW,Australia,10
864,48 Bobwhite Crossing,4122,QLD,Australia,8
2510,0 Mosinee Lane,3250,VIC,Australia,4
3097,0 Stephen Lane,2170,NSW,Australia,5
2156,13852 Burning Wood Terrace,2199,NSW,Australia,1
1600,96 Sundown Point,4220,QLD,Australia,9
2033,1 Sloan Avenue,2176,NSW,Australia,10
1999,7875 Fieldstone Pass,4216,QLD,Australia,10
2060,74164 Village Green Parkway,3037,VIC,Australia,9
2569,147 Golden Leaf Pass,2061,NSW,Australia,10
2853,52 Ruskin Pass,2089,NSW,Australia,10
818,65 Sachtjen Park,2067,NSW,Australia,11
3164,09 Mitchell Terrace,2166,NSW,Australia,9
2211,7 Vernon Lane,2232,NSW,Australia,10
2296,23 Village Way,4215,QLD,Australia,9
2836,7827 Spohn Court,2093,NSW,Australia,9
1436,14155 Evergreen Way,2756,NSW,Australia,8
482,40504 Tennyson Drive,2046,NSW,Australia,9
760,6330 Monica Way,2540,NSW,Australia,9
1570,97910 Leroy Junction,2073,NSW,Australia,12
3245,623 Carberry Way,2145,NSW,Australia,8
1841,2590 Northport Hill,2070,NSW,Australia,11
3039,94611 Cascade Parkway,2763,NSW,Australia,8
2590,27 Grayhawk Alley,2102,NSW,Australia,11
2175,6621 Carberry Crossing,3083,VIC,Australia,8
606,876 Ridgeview Circle,2566,NSW,Australia,8
761,7101 Gulseth Hill,2293,NSW,Australia,9
3154,0 Warrior Alley,2021,NSW,Australia,10
1739,0 Warner Road,2680,NSW,Australia,4
2700,58 Shelley Crossing,2570,NSW,Australia,8
1775,5394 Dryden Terrace,3149,VIC,Australia,11
46,70875 Hudson Point,3212,VIC,Australia,6
3190,10 Hauk Point,3936,VIC,Australia,9
3076,1944 Charing Cross Junction,2126,NSW,Australia,10
2240,70 Old Gate Avenue,3043,VIC,Australia,7
2814,46100 Jay Place,4075,QLD,Australia,6
29,9 Buell Park,4116,QLD,Australia,7
2072,692 Leroy Parkway,3043,VIC,Australia,9
2486,24877 3rd Circle,2063,NSW,Australia,12
2383,25925 Service Crossing,2147,NSW,Australia,9
2777,39 Badeau Court,2572,NSW,Australia,8
3109,451 Luster Hill,2170,NSW,Australia,9
3420,00283 Loftsgordon Center,4118,QLD,Australia,5
112,0 David Terrace,3204,VIC,Australia,11
2874,08 Monterey Avenue,3043,VIC,Australia,7
1952,9175 Stephen Drive,4035,QLD,Australia,8
1618,50 Dahle Crossing,3199,VIC,Australia,9
1817,5510 Pepper Wood Street,3429,VIC,Australia,6
2609,34 Colorado Pass,2287,NSW,Australia,6
626,226 Rowland Street,4178,QLD,Australia,7
2151,124 Fulton Crossing,4680,QLD,Australia,3
3085,52 Steensland Place,3910,VIC,Australia,8
1747,1 Namekagon Parkway,4075,QLD,Australia,5
2095,158 Lindbergh Crossing,3136,VIC,Australia,9
1289,9821 Fair Oaks Trail,4306,QLD,Australia,1
1762,636 Debs Circle,3039,VIC,Australia,9
1374,393 Warrior Crossing,3190,VIC,Australia,10
836,4 Sachtjen Avenue,4210,QLD,Australia,10
2310,24198 Almo Crossing,2021,NSW,Australia,12
1371,66 Division Pass,3840,VIC,Australia,1
1385,28 Menomonie Street,3140,VIC,Australia,10
2744,33297 Hoepker Way,2843,NSW,Australia,1
294,807 Beilfuss Crossing,3030,VIC,Australia,7
1400,73506 Cordelia Lane,4217,QLD,Australia,4
2285,018 Porter Court,3631,VIC,Australia,6
623,4 Loeprich Avenue,4022,QLD,Australia,3
1535,2 Saint Paul Parkway,2040,NSW,Australia,12
2153,4 Mosinee Lane,4165,QLD,Australia,5
2477,9248 Sugar Terrace,2530,NSW,Australia,9
1874,3 Monterey Trail,2582,NSW,Australia,9
2243,04488 Amoth Parkway,2036,NSW,Australia,8
1329,9985 Barnett Circle,3940,VIC,Australia,7
260,15 Straubel Way,4680,QLD,Australia,2
2587,0671 Vera Drive,4812,QLD,Australia,5
2606,906 Toban Lane,2093,NSW,Australia,10
437,91 Porter Pass,3064,VIC,Australia,7
1117,98 Schiller Junction,2747,NSW,Australia,9
2101,344 Rockefeller Way,3966,VIC,Australia,2
2638,3 Forest Dale Lane,2100,NSW,Australia,11
2554,8561 Alpine Center,2380,NSW,Australia,3
1929,32708 Bluestem Alley,3976,VIC,Australia,7
2167,9732 Swallow Way,2750,NSW,Australia,8
1753,3483 Burrows Hill,2137,NSW,Australia,11
1480,4 Oriole Hill,2340,NSW,Australia,7
364,18264 Maryland Way,4217,QLD,Australia,9
633,32 Cody Place,4035,QLD,Australia,8
1284,1 Namekagon Plaza,4306,QLD,Australia,8
521,90974 Chinook Parkway,2564,NSW,Australia,8
3486,8934 Havey Plaza,2548,NSW,Australia,8
3048,80302 Stang Parkway,3677,VIC,Australia,1
1791,613 Mayfield Trail,4012,QLD,Australia,6
1721,0 Graedel Drive,4817,QLD,Australia,4
411,41605 Mitchell Street,2750,NSW,Australia,8
1644,4 Mariners Cove Street,2043,NSW,Australia,9
679,558 Maple Court,2557,NSW,Australia,9
2989,60 Fulton Trail,2234,NSW,Australia,10
2485,1 Forster Junction,2880,NSW,Australia,1
459,57 Columbus Road,4870,QLD,Australia,5
669,48 Warbler Road,4053,QLD,Australia,7
2894,666 Holy Cross Parkway,4818,QLD,Australia,4
2184,396 Sachs Road,2147,NSW,Australia,8
2908,8188 Fuller Hill,3175,VIC,Australia,8
1340,5061 Cottonwood Trail,3765,VIC,Australia,7
2419,240 Lake View Road,4118,QLD,Australia,5
445,41 Ronald Regan Center,3008,VIC,Australia,5
463,8750 Lakewood Gardens Park,2760,NSW,Australia,7
255,131 Northfield Parkway,3355,VIC,Australia,2
3499,310 Stephen Terrace,4073,QLD,Australia,9
2865,6804 Red Cloud Parkway,2099,NSW,Australia,9
2195,9 Barnett Street,4179,QLD,Australia,10
1754,84707 Harper Circle,3114,VIC,Australia,10
1216,0 American Ash Parkway,3175,VIC,Australia,7
1192,63576 Anzinger Trail,2168,NSW,Australia,9
229,93 Westend Terrace,2116,NSW,Australia,10
2488,24649 Kennedy Street,2114,NSW,Australia,8
3278,31601 Birchwood Court,4105,QLD,Australia,8
3435,400 Petterle Crossing,4301,QLD,Australia,3
1068,4297 Emmet Lane,2170,NSW,Australia,8
2055,1786 Orin Street,2327,NSW,Australia,3
1084,24596 Hoepker Avenue,2322,NSW,Australia,4
57,89787 Village Green Terrace,4280,QLD,Australia,6
418,713 Eastwood Terrace,2360,NSW,Australia,1
285,58 Parkside Hill,2117,NSW,Australia,12
1286,77 Pankratz Plaza,4306,QLD,Australia,8
1694,41 Dwight Way,3585,VIC,Australia,1
2265,987 Victoria Trail,4006,QLD,Australia,8
3402,73 Glacier Hill Drive,2880,NSW,Australia,1
94,67234 Transport Hill,2777,New South Wales,Australia,7
2701,41 Westport Center,3280,VIC,Australia,4
3335,3732 Linden Avenue,4820,QLD,Australia,1
2832,92610 Sutherland Place,3140,VIC,Australia,8
1608,1617 Lakewood Gardens Lane,2090,NSW,Australia,11
897,6382 Bayside Street,2153,NSW,Australia,10
3220,580 Blaine Center,2029,NSW,Australia,10
2453,6 Morningstar Way,2165,NSW,Australia,7
2755,2241 Pearson Plaza,4503,QLD,Australia,6
3094,67241 Heath Way,2151,NSW,Australia,8
666,25 Mesta Plaza,3975,Victoria,Australia,8
2981,9 7th Pass,2760,NSW,Australia,9
1877,4 Ridgeway Court,4030,QLD,Australia,4
2346,03961 Sullivan Park,2114,NSW,Australia,12
1147,51152 Brickson Park Crossing,2768,NSW,Australia,9
3061,11 Farragut Junction,2530,NSW,Australia,8
283,28604 Bellgrove Circle,4508,QLD,Australia,6
1030,4870 Shelley Alley,3225,VIC,Australia,7
2035,177 Anniversary Parkway,2428,NSW,Australia,7
1411,45 Tony Trail,2259,NSW,Australia,7
269,47 Jana Junction,3802,VIC,Australia,7
729,8044 Emmet Hill,3150,Victoria,Australia,9
2508,6220 Sugar Court,2300,NSW,Australia,8
1200,614 Shopko Trail,4350,QLD,Australia,3
1432,1617 Beilfuss Street,2759,NSW,Australia,8
398,095 Prairieview Circle,3191,VIC,Australia,12
3028,7 Scoville Trail,4304,QLD,Australia,2
3284,34748 Charing Cross Point,3057,VIC,Australia,10
2158,6 Sauthoff Court,2144,NSW,Australia,9
357,780 Carberry Place,3199,VIC,Australia,9
1016,5 Sheridan Circle,3934,VIC,Australia,11
700,6046 Sheridan Way,2322,NSW,Australia,3
673,2836 Morning Drive,2304,NSW,Australia,7
928,730 Dixon Place,3158,VIC,Australia,8
3421,8 Garrison Trail,2226,NSW,Australia,10
2672,8 Eagle Crest Circle,2137,NSW,Australia,12
2306,9 Lake View Avenue,3178,VIC,Australia,9
3091,9503 Aberg Drive,3021,VIC,Australia,7
995,31369 Meadow Valley Road,4034,QLD,Australia,5
56,690 Glacier Hill Circle,2127,New South Wales,Australia,10
3256,7798 Westport Trail,4031,QLD,Australia,9
1307,2 Shoshone Way,4123,QLD,Australia,6
532,39632 Michigan Park,4165,QLD,Australia,5
1331,2 Dixon Crossing,3910,VIC,Australia,7
1060,1176 Pine View Lane,2112,NSW,Australia,11
2509,53 Anthes Point,4341,QLD,Australia,2
2524,82 Lukken Lane,2190,NSW,Australia,10
98,105 Shelley Alley,2209,New South Wales,Australia,10
3175,94850 Moland Street,3072,VIC,Australia,9
1893,319 Michigan Way,4350,QLD,Australia,4
2288,66 Talmadge Terrace,3630,VIC,Australia,1
3263,15566 Waxwing Place,2135,NSW,Australia,9
955,20 Carpenter Parkway,2192,NSW,Australia,9
1003,610 Lakewood Gardens Point,4078,QLD,Australia,7
1051,5271 Vernon Court,3207,VIC,Australia,10
959,341 Saint Paul Lane,2033,NSW,Australia,9
27,96 Texas Plaza,3218,VIC,Australia,7
2207,02 Del Mar Center,4121,QLD,Australia,8
637,9427 Tennyson Plaza,2759,NSW,Australia,8
1190,1 Merrick Parkway,2830,NSW,Australia,2
2177,15811 La Follette Park,2770,NSW,Australia,7
1671,59643 Reindahl Plaza,3127,VIC,Australia,11
2247,97 Randy Junction,2040,NSW,Australia,12
2344,694 Northwestern Court,2155,NSW,Australia,10
2440,62842 Pearson Point,2508,NSW,Australia,9
967,1 Ridgeway Court,3241,VIC,Australia,5
467,8 Dayton Park,2050,NSW,Australia,9
2628,804 Shelley Junction,2567,NSW,Australia,7
71,07041 Briar Crest Lane,2213,New South Wales,Australia,10
2412,881 Debs Center,4051,QLD,Australia,8
565,5861 Browning Park,2065,NSW,Australia,8
1211,7 Luster Trail,2007,NSW,Australia,8
79,9527 Ridgeway Street,2073,New South Wales,Australia,10
1731,0672 Mitchell Terrace,4161,QLD,Australia,5
2685,51 Dixon Court,2570,NSW,Australia,8
3187,6735 Katie Way,2150,NSW,Australia,7
3078,9 Rieder Avenue,2798,NSW,Australia,6
3488,42293 Banding Plaza,2136,NSW,Australia,10
1970,5 Onsgard Plaza,3134,VIC,Australia,10
3180,55 Gateway Trail,2147,NSW,Australia,9
2054,89 Anhalt Park,2106,NSW,Australia,11
1980,67125 Melody Place,2747,NSW,Australia,8
1512,81 Darwin Court,2210,NSW,Australia,10
1770,40985 Cherokee Junction,2155,NSW,Australia,10
1537,90323 Pine View Hill,2148,NSW,Australia,8
257,879 Coolidge Point,2324,NSW,Australia,5
1298,029 Scott Center,4205,QLD,Australia,5
461,0777 Farwell Pass,2118,NSW,Australia,10
3326,18118 Maple Wood Crossing,2763,NSW,Australia,9
943,6183 Morrow Court,2113,NSW,Australia,11
2384,080 Pond Alley,2065,NSW,Australia,9
1978,3563 Darwin Avenue,3095,VIC,Australia,9
2997,09 Texas Plaza,4285,QLD,Australia,3
2025,0 3rd Road,4060,QLD,Australia,9
43,60 Eagan Circle,4018,QLD,Australia,8
1935,53 Muir Terrace,2170,NSW,Australia,8
1710,147 Waubesa Point,2094,NSW,Australia,12
1513,54295 Dorton Hill,2219,NSW,Australia,10
3433,82 Warrior Hill,3174,VIC,Australia,8
6,9 Oakridge Court,3216,VIC,Australia,9
2688,22 Moulton Place,4878,QLD,Australia,4
405,1 Red Cloud Street,2770,NSW,Australia,8
2684,111 Hooker Avenue,4860,QLD,Australia,2
399,47226 Algoma Place,4305,QLD,Australia,3
2473,7 Mcguire Terrace,3754,VIC,Australia,6
3044,4 Jenifer Hill,3147,VIC,Australia,12
367,279 Jenna Circle,2179,NSW,Australia,12
2537,3144 Ruskin Trail,2046,NSW,Australia,11
1368,03444 Scott Lane,3204,VIC,Australia,10
224,6236 Summerview Terrace,2110,NSW,Australia,12
1405,070 Shelley Terrace,3020,VIC,Australia,4
2309,0991 Commercial Road,4300,QLD,Australia,5
1527,83 Luster Drive,2848,NSW,Australia,1
1181,8 Clyde Gallagher Court,4217,QLD,Australia,8
295,76 Graedel Street,4812,QLD,Australia,6
949,221 Coolidge Parkway,2010,NSW,Australia,9
2378,51 Leroy Place,2065,NSW,Australia,10
1363,016 Tony Street,3222,VIC,Australia,5
2599,357 Elgar Alley,3910,VIC,Australia,9
907,8642 Forest Run Avenue,2026,NSW,Australia,9
1857,509 Ridgeway Junction,3166,VIC,Australia,10
2494,00 Rutledge Alley,2166,NSW,Australia,9
508,4 Thackeray Pass,2487,NSW,Australia,9
2475,3 Talisman Place,4017,QLD,Australia,5
69,0322 Dryden Court,3183,VIC,Australia,7
2545,709 Rieder Terrace,3995,VIC,Australia,2
1714,20415 Clyde Gallagher Parkway,2333,NSW,Australia,5
1478,12 Express Pass,2340,NSW,Australia,2
534,46 Eastlawn Lane,2218,NSW,Australia,11
1072,3 Center Crossing,2452,NSW,Australia,3
2505,30 Redwing Pass,2112,NSW,Australia,11
2954,3 New Castle Terrace,3032,VIC,Australia,8
1278,41 Knutson Alley,4370,QLD,Australia,4
3047,85 Northland Circle,2077,NSW,Australia,10
2097,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
1601,5447 Buell Hill,2567,NSW,Australia,9
1724,5676 Golf View Junction,2137,NSW,Australia,12
175,52273 Bay Place,3145,VIC,Australia,11
2972,2126 Debra Point,2127,NSW,Australia,9
2481,51800 Meadow Vale Point,3023,VIC,Australia,7
273,8 Texas Plaza,3081,VIC,Australia,9
1650,5274 Lindbergh Alley,4217,QLD,Australia,1
152,992 Old Shore Trail,2069,NSW,Australia,12
233,2 Northridge Street,2508,NSW,Australia,10
2758,5565 Park Meadow Trail,2155,NSW,Australia,9
802,845 Talisman Pass,4210,QLD,Australia,7
2924,90 Nobel Way,3166,VIC,Australia,10
3182,31435 Surrey Court,2074,NSW,Australia,11
2142,75581 Express Center,4503,QLD,Australia,3
82,2083 Spaight Court,3977,VIC,Australia,8
636,8 Golf Drive,2747,NSW,Australia,9
1000,4757 Texas Trail,3136,VIC,Australia,9
1138,6 Dapin Park,4503,QLD,Australia,6
2979,8594 Warner Park,3053,VIC,Australia,6
815,25689 Eastlawn Crossing,2067,NSW,Australia,11
3273,8551 Mayfield Court,3175,VIC,Australia,12
316,4270 Loeprich Lane,3064,VIC,Australia,7
501,0897 Little Fleur Way,3621,Victoria,Australia,8
1904,7450 Prairie Rose Drive,2868,NSW,Australia,1
1589,78000 Arrowood Center,2775,NSW,Australia,9
1946,53 Dakota Court,2027,NSW,Australia,9
2210,2 Goodland Lane,3977,VIC,Australia,5
3314,257 Ruskin Crossing,2200,NSW,Australia,10
147,12375 Cambridge Pass,2065,New South Wales,Australia,11
860,59041 Independence Point,4020,QLD,Australia,9
2627,383 Little Fleur Circle,2753,NSW,Australia,7
1193,05 Charing Cross Plaza,2320,NSW,Australia,5
499,02 Boyd Crossing,3143,Victoria,Australia,7
2957,02555 Sloan Way,2259,NSW,Australia,8
662,74013 Mesta Terrace,3084,Victoria,Australia,9
640,18 Forest Avenue,2204,NSW,Australia,9
1558,07236 Jenifer Point,2763,NSW,Australia,10
2572,711 Summerview Junction,2075,NSW,Australia,10
689,75826 Bellgrove Trail,3095,Victoria,Australia,10
1041,40 Kinsman Pass,2065,NSW,Australia,10
2217,47 Chinook Road,4421,QLD,Australia,2
452,24919 Artisan Court,3015,Victoria,Australia,8
906,1 Cottonwood Street,3150,VIC,Australia,9
841,2 Dwight Street,3187,VIC,Australia,11
2254,8718 Warner Avenue,2148,NSW,Australia,8
495,4 Pond Parkway,3185,Victoria,Australia,9
1617,6 Melody Plaza,4215,QLD,Australia,8
1639,89 Bartillon Plaza,2753,NSW,Australia,10
2897,17 Dapin Avenue,3189,VIC,Australia,10
2057,2807 Northwestern Pass,3182,VIC,Australia,8
2369,1 Bay Pass,3219,VIC,Australia,5
3093,06 Lighthouse Bay Pass,3042,VIC,Australia,9
320,1108 Nevada Junction,4701,QLD,Australia,2
1910,07273 Sundown Trail,2358,NSW,Australia,2
99,079 Merry Park,2160,New South Wales,Australia,9
1102,4 Barby Road,2647,NSW,Australia,3
2401,4 Center Park,3807,VIC,Australia,6
1395,7709 Bluestem Place,3068,VIC,Australia,5
1184,63588 Clove Court,2017,NSW,Australia,9
2032,63 Golf Crossing,2217,NSW,Australia,8
2349,99 Eastlawn Way,2360,NSW,Australia,1
135,9674 Graceland Junction,3201,VIC,Australia,6
2438,99739 Coolidge Crossing,2760,NSW,Australia,7
160,860 Hintze Lane,2154,NSW,Australia,11
934,4 Eastlawn Crossing,2036,NSW,Australia,12
667,1349 Namekagon Crossing,2134,NSW,Australia,12
2100,88039 Melody Lane,3088,VIC,Australia,9
34,833 Luster Way,4005,QLD,Australia,8
1607,5 Algoma Point,3809,VIC,Australia,5
2813,64 Village Green Pass,2048,NSW,Australia,9
3324,4 Mayfield Center,3155,VIC,Australia,9
917,50 2nd Center,3188,VIC,Australia,9
1073,19386 Burrows Way,2229,NSW,Australia,10
2759,68111 Bartillon Court,3995,VIC,Australia,3
1107,86603 Dexter Road,2164,NSW,Australia,9
686,8234 Riverside Park,2481,NSW,Australia,9
1880,60911 Almo Point,2066,NSW,Australia,12
1129,1 Nevada Park,4226,QLD,Australia,8
504,830 Summit Center,3075,Victoria,Australia,7
976,55 Fairfield Court,3175,VIC,Australia,8
564,19 Lakewood Gardens Way,2760,NSW,Australia,9
235,98 Service Court,2018,NSW,Australia,8
3020,2 Scott Pass,4870,QLD,Australia,1
2977,0338 Oakridge Crossing,3030,VIC,Australia,4
1071,37495 Summerview Park,2619,NSW,Australia,7
2215,6672 Butternut Avenue,3458,VIC,Australia,6
1832,16 Monument Place,4701,QLD,Australia,3
1882,9 Superior Terrace,2199,NSW,Australia,9
794,52737 Morningstar Crossing,2250,NSW,Australia,3
931,3403 Spenser Terrace,3143,VIC,Australia,8
2174,5890 Comanche Trail,3429,VIC,Australia,6
2650,99 Homewood Place,4213,QLD,Australia,8
2359,24 Lerdahl Street,4825,QLD,Australia,3
2848,9 Steensland Center,3103,VIC,Australia,12
1470,04 Gulseth Plaza,2528,NSW,Australia,8
2911,3 Nancy Circle,3106,VIC,Australia,10
718,8080 Victoria Plaza,4217,QLD,Australia,11
3252,21498 Springs Point,2089,NSW,Australia,12
1681,9737 Vernon Junction,3152,VIC,Australia,9
2711,9235 Walton Park,2095,NSW,Australia,11
2678,59 Hoepker Lane,3191,VIC,Australia,11
2513,6534 New Castle Plaza,2033,NSW,Australia,12
3395,01716 2nd Terrace,3174,VIC,Australia,8
3247,3897 Oxford Pass,3350,VIC,Australia,5
2629,2 Beilfuss Plaza,2000,NSW,Australia,9
3463,78 Bowman Court,2027,NSW,Australia,11
3034,638 Browning Terrace,3079,VIC,Australia,6
3267,04449 Drewry Junction,2869,NSW,Australia,4
355,7447 Nevada Park,2193,NSW,Australia,8
3115,3538 Bunting Hill,3805,VIC,Australia,7
1382,952 Fairview Hill,3155,VIC,Australia,8
3257,6416 Grover Street,2322,NSW,Australia,7
354,0293 Porter Crossing,2830,NSW,Australia,5
469,70488 Logan Court,2074,NSW,Australia,12
645,5873 Hagan Park,3015,Victoria,Australia,10
3149,48007 Lakewood Hill,3141,VIC,Australia,10
1573,9 Northfield Circle,2121,NSW,Australia,12
1421,2 Alpine Circle,2765,NSW,Australia,10
1726,773 Tomscot Plaza,2203,NSW,Australia,10
990,21780 Service Park,2560,NSW,Australia,7
2796,149 Browning Terrace,2343,NSW,Australia,2
1508,04489 Corscot Hill,2232,NSW,Australia,10
1634,49932 Messerschmidt Point,2138,NSW,Australia,11
2901,848 Cascade Alley,4301,QLD,Australia,3
1275,0 Summerview Pass,4511,QLD,Australia,2
1729,25253 Straubel Trail,2153,NSW,Australia,10
166,35807 Oneill Way,4300,QLD,Australia,4
1930,3542 Arkansas Place,3380,VIC,Australia,1
1273,7928 Mendota Circle,4503,QLD,Australia,2
2597,97 Waxwing Terrace,4217,QLD,Australia,10
586,61493 Manufacturers Junction,2539,NSW,Australia,9
1611,6491 Gerald Court,2261,NSW,Australia,9
230,4 5th Point,2075,NSW,Australia,11
2163,8 Bunting Hill,2155,NSW,Australia,10
3384,59504 Drewry Park,4061,QLD,Australia,8
1658,17974 Kedzie Circle,2795,NSW,Australia,7
3268,14860 Clove Drive,3175,VIC,Australia,5
1456,1253 Ridge Oak Center,2560,NSW,Australia,4
2786,59901 Bartelt Terrace,4069,QLD,Australia,9
1932,8318 Continental Alley,3175,VIC,Australia,7
1269,543 Victoria Park,4702,QLD,Australia,6
2735,313 Mifflin Center,4504,QLD,Australia,5
2912,7916 Clyde Gallagher Place,2075,NSW,Australia,11
1288,55 Elgar Park,4306,QLD,Australia,7
3146,07084 Mallory Center,2428,NSW,Australia,5
2092,949 Marquette Avenue,3028,VIC,Australia,7
3211,68486 Anderson Alley,3083,VIC,Australia,8
3084,41205 Straubel Place,4305,QLD,Australia,4
3454,393 Dexter Junction,4151,QLD,Australia,9
2772,542 Hayes Plaza,2750,NSW,Australia,9
1114,184 Roth Pass,4211,QLD,Australia,7
970,1601 Judy Drive,2026,NSW,Australia,10
127,0 Pearson Crossing,4405,QLD,Australia,1
631,329 Glacier Hill Alley,3076,Victoria,Australia,8
3001,2 Hagan Hill,2155,NSW,Australia,10
1237,17357 Katie Center,3677,VIC,Australia,4
2883,4 Vahlen Alley,2756,NSW,Australia,8
2385,1816 Monument Park,3074,VIC,Australia,7
2667,28156 School Park,3188,VIC,Australia,10
1676,1 Morning Circle,2250,NSW,Australia,8
3045,5999 Waxwing Lane,4511,QLD,Australia,1
3410,1351 Lunder Road,2049,NSW,Australia,10
2356,3 School Drive,4173,QLD,Australia,7
1406,12439 Kropf Way,3049,VIC,Australia,6
3360,435 Kennedy Circle,2173,NSW,Australia,10
2099,3981 Karstens Place,2570,NSW,Australia,8
2646,40 Veith Circle,4701,QLD,Australia,1
641,049 Michigan Parkway,3337,Victoria,Australia,6
1179,525 Kedzie Street,4012,QLD,Australia,8
1127,1879 Mitchell Center,2206,NSW,Australia,10
1860,52425 Prairie Rose Road,4500,QLD,Australia,6
145,7245 Cottonwood Center,2285,New South Wales,Australia,5
2576,55501 Sugar Street,2548,NSW,Australia,7
3339,38 Jackson Lane,3610,VIC,Australia,3
629,64 Nelson Drive,4820,QLD,Australia,1
198,5484 Hagan Crossing,3021,VIC,Australia,7
1951,2 Manufacturers Parkway,3199,VIC,Australia,6
2327,69893 Loomis Junction,2229,NSW,Australia,10
3354,88 Morningstar Pass,3161,VIC,Australia,10
3157,16 Hansons Hill,2454,NSW,Australia,7
1944,9525 Johnson Place,3190,VIC,Australia,8
3439,05988 Sundown Parkway,3037,VIC,Australia,8
690,64080 Susan Park,4207,QLD,Australia,7
2583,258 Bunker Hill Hill,2138,NSW,Australia,8
86,289 Haas Street,2075,New South Wales,Australia,11
72,29466 Hanson Pass,4208,QLD,Australia,6
3397,7 Eggendart Hill,4055,QLD,Australia,8
2386,1 Nova Avenue,2200,NSW,Australia,9
177,82520 Mifflin Drive,2333,NSW,Australia,5
732,2 Riverside Trail,2154,NSW,Australia,11
3052,75 Hansons Alley,2260,NSW,Australia,9
2719,62 Linden Drive,4209,QLD,Australia,4
3250,7 Holy Cross Lane,4300,QLD,Australia,5
343,6860 Green Ridge Avenue,2126,NSW,Australia,11
215,0 Northport Court,4012,QLD,Australia,3
2372,0 Gateway Road,3149,VIC,Australia,12
3465,6221 Monica Plaza,2095,NSW,Australia,12
1234,3765 Mandrake Alley,2763,NSW,Australia,9
1669,709 Schmedeman Street,2155,NSW,Australia,11
1897,48 Dawn Center,4132,QLD,Australia,3
2016,3 Memorial Junction,2126,NSW,Australia,11
1519,7 Bartillon Circle,2260,NSW,Australia,8
1482,7231 Pepper Wood Point,2428,NSW,Australia,8
3294,9 Fisk Point,3350,VIC,Australia,4
1165,11 Corscot Plaza,2710,NSW,Australia,1
2152,2800 Dottie Trail,3071,VIC,Australia,10
2191,28928 Mariners Cove Pass,3040,VIC,Australia,11
1398,60447 Ridgeway Plaza,3048,VIC,Australia,6
2465,0 Moulton Plaza,2761,NSW,Australia,8
2046,8 Crowley Terrace,2760,NSW,Australia,8
2478,13 Tennyson Point,4370,QLD,Australia,6
365,411 Homewood Lane,4020,QLD,Australia,5
259,8208 Parkside Point,2320,NSW,Australia,6
1640,5 Moland Court,4551,QLD,Australia,6
346,44621 Linden Drive,2155,NSW,Australia,10
457,7 Farmco Trail,2759,NSW,Australia,9
2407,1439 Utah Court,2176,NSW,Australia,9
3498,3 Nova Point,3012,VIC,Australia,4
1120,03 6th Alley,2168,NSW,Australia,9
1812,75 Duke Plaza,2147,NSW,Australia,9
503,9 Rowland Road,2133,NSW,Australia,10
713,646 Mariners Cove Place,3023,Victoria,Australia,6
803,1899 Manley Court,4551,QLD,Australia,7
2220,681 Butterfield Lane,2233,NSW,Australia,9
1830,717 Oakridge Way,2117,NSW,Australia,8
1428,1231 Grim Road,2760,NSW,Australia,8
2222,9115 Mockingbird Crossing,2145,NSW,Australia,6
386,720 Menomonie Avenue,2749,NSW,Australia,8
210,19969 5th Parkway,3152,VIC,Australia,9
2679,2864 Corscot Parkway,2756,NSW,Australia,8
1029,1 Mcbride Center,2484,NSW,Australia,6
3095,65620 Michigan Way,3141,VIC,Australia,10
1572,8 Heffernan Crossing,2126,NSW,Australia,12
911,5 Farmco Way,2747,NSW,Australia,8
2548,12 Fairfield Parkway,3029,VIC,Australia,7
2103,0 Waubesa Alley,2265,NSW,Australia,6
3233,44 Service Alley,3023,VIC,Australia,7
2472,572 Meadow Ridge Drive,3160,VIC,Australia,7
1759,096 Anniversary Point,2030,NSW,Australia,12
539,000 Jana Hill,3170,Victoria,Australia,9
2048,56 Sommers Point,2204,NSW,Australia,8
3102,9 John Wall Parkway,2323,NSW,Australia,6
2500,556 Gale Road,4165,QLD,Australia,6
3491,82 Dahle Crossing,3195,VIC,Australia,10
397,5 Florence Hill,4124,QLD,Australia,7
2317,08475 Shoshone Park,3116,VIC,Australia,9
2290,1032 Killdeer Place,3631,VIC,Australia,3
2856,57 Village Green Center,2077,NSW,Australia,10
1419,9 Pond Avenue,2767,NSW,Australia,9
1931,642 Anderson Circle,4132,QLD,Australia,5
2311,01268 Stuart Hill,2145,NSW,Australia,10
